site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
PITN 11MAY03 2011.3347 55684 1634 2  -42.8    772  0.883498   -564218 -0.014588    67  0.949075  0.0080 0.000789 0.000710 0.003008 -0.017465  0.056195 -0.056592  -5.1024802674  -42.7930296312    67.94908
PITN 11MAY04 2011.3374 55685 1634 3  -42.8    772  0.883282   -564218 -0.015659    67  0.948531  0.0080 0.000762 0.000686 0.002952 -0.023756  0.083242 -0.036809  -5.1024802771  -42.7930296331    67.94853
PITN 11MAY05 2011.3402 55686 1634 4  -42.8    772  0.885064   -564218 -0.016094    67  0.950280  0.0080 0.000753 0.000665 0.002820 -0.046451  0.061479 -0.058152  -5.1024802810  -42.7930296170    67.95028
PITN 11MAY06 2011.3429 55687 1634 5  -42.8    772  0.885882   -564218 -0.016055    67  0.952511  0.0080 0.000780 0.000683 0.002926 -0.027772  0.064091 -0.015102  -5.1024802807  -42.7930296097    67.95251
PITN 11MAY07 2011.3457 55688 1634 6  -42.8    772  0.884575   -564218 -0.016217    67  0.961365  0.0080 0.000744 0.000662 0.002830 -0.041922  0.074259 -0.044489  -5.1024802821  -42.7930296215    67.96136
PITN 11MAY08 2011.3484 55689 1635 0  -42.8    772  0.884791   -564218 -0.015613    67  0.951818  0.0080 0.000752 0.000676 0.002865 -0.052372  0.037982 -0.043495  -5.1024802767  -42.7930296195    67.95182
PITN 11MAY09 2011.3511 55690 1635 1  -42.8    772  0.884005   -564218 -0.013590    67  0.958956  0.0080 0.000759 0.000675 0.002910 -0.036959  0.051666 -0.027484  -5.1024802584  -42.7930296266    67.95896
PITN 11MAY10 2011.3539 55691 1635 2  -42.8    772  0.883123   -564218 -0.015238    67  0.961751  0.0080 0.000765 0.000679 0.002918 -0.054211  0.067978 -0.077916  -5.1024802733  -42.7930296345    67.96175
PITN 11MAY11 2011.3566 55692 1635 3  -42.8    772  0.884792   -564218 -0.013283    67  0.952133  0.0080 0.000827 0.000725 0.003106 -0.067172  0.030145 -0.024124  -5.1024802556  -42.7930296195    67.95213
PITN 11MAY12 2011.3593 55693 1635 4  -42.8    772  0.882659   -564218 -0.014487    67  0.958361  0.0080 0.000716 0.000641 0.002716 -0.024916  0.066605 -0.050317  -5.1024802665  -42.7930296387    67.95836
PITN 11MAY13 2011.3621 55694 1635 5  -42.8    772  0.882919   -564218 -0.014004    67  0.956490  0.0080 0.000730 0.000661 0.002803 -0.029164  0.052664 -0.060770  -5.1024802621  -42.7930296364    67.95649
PITN 11MAY14 2011.3648 55695 1635 6  -42.8    772  0.883322   -564218 -0.014687    67  0.949047  0.0080 0.000754 0.000676 0.002856 -0.033072  0.074003 -0.072051  -5.1024802683  -42.7930296328    67.94905
PITN 11MAY15 2011.3676 55696 1636 0  -42.8    772  0.884560   -564218 -0.012766    67  0.952089  0.0080 0.000762 0.000675 0.002919 -0.049440  0.016616 -0.032481  -5.1024802509  -42.7930296216    67.95209
PITN 11MAY16 2011.3703 55697 1636 1  -42.8    772  0.881832   -564218 -0.013878    67  0.952560  0.0080 0.000743 0.000662 0.002833 -0.027154  0.070755 -0.069964  -5.1024802610  -42.7930296462    67.95256
PITN 11MAY17 2011.3730 55698 1636 2  -42.8    772  0.885519   -564218 -0.013641    67  0.943056  0.0080 0.000747 0.000667 0.002853 -0.037244  0.067670 -0.095284  -5.1024802588  -42.7930296129    67.94306
PITN 11MAY18 2011.3758 55699 1636 3  -42.8    772  0.882945   -564218 -0.012321    67  0.951910  0.0080 0.000792 0.000697 0.002978 -0.010792  0.028888 -0.091623  -5.1024802469  -42.7930296362    67.95191
PITN 11MAY19 2011.3785 55700 1636 4  -42.8    772  0.885347   -564218 -0.014932    67  0.948434  0.0080 0.000800 0.000699 0.002981 -0.031139  0.080700 -0.063022  -5.1024802705  -42.7930296145    67.94843
PITN 11MAY20 2011.3812 55701 1636 5  -42.8    772  0.883939   -564218 -0.012687    67  0.958548  0.0080 0.000754 0.000670 0.002842 -0.025667  0.084567 -0.033104  -5.1024802502  -42.7930296272    67.95855
PITN 11MAY21 2011.3840 55702 1636 6  -42.8    772  0.883589   -564218 -0.013198    67  0.954786  0.0080 0.000782 0.000669 0.002888 -0.028548  0.049619 -0.047636  -5.1024802548  -42.7930296303    67.95479
PITN 11MAY22 2011.3867 55703 1637 0  -42.8    772  0.882740   -564218 -0.015088    67  0.952335  0.0080 0.000743 0.000659 0.002768 -0.041211  0.089974 -0.052876  -5.1024802719  -42.7930296380    67.95234
PITN 11MAY23 2011.3895 55704 1637 1  -42.8    772  0.883295   -564218 -0.013884    67  0.953599  0.0080 0.000743 0.000653 0.002752 -0.044951  0.079440 -0.040710  -5.1024802610  -42.7930296330    67.95360
PITN 11MAY24 2011.3922 55705 1637 2  -42.8    772  0.884891   -564218 -0.011996    67  0.948242  0.0080 0.000785 0.000686 0.002960 -0.035513  0.087017 -0.066767  -5.1024802440  -42.7930296186    67.94824
PITN 11MAY25 2011.3949 55706 1637 3  -42.8    772  0.885306   -564218 -0.014381    67  0.947725  0.0080 0.000751 0.000669 0.002812 -0.024321  0.093209 -0.058162  -5.1024802655  -42.7930296149    67.94772
PITN 11MAY26 2011.3977 55707 1637 4  -42.8    772  0.885235   -564218 -0.012411    67  0.948861  0.0080 0.000796 0.000703 0.002934 -0.035192  0.075863 -0.047791  -5.1024802477  -42.7930296155    67.94886
PITN 11MAY27 2011.4004 55708 1637 5  -42.8    772  0.885491   -564218 -0.015331    67  0.947966  0.0080 0.000750 0.000664 0.002809 -0.039388  0.068771 -0.041107  -5.1024802741  -42.7930296132    67.94797
PITN 11MAY28 2011.4031 55709 1637 6  -42.8    772  0.885968   -564218 -0.016899    67  0.959292  0.0080 0.000757 0.000679 0.002869 -0.042863  0.065382 -0.074354  -5.1024802883  -42.7930296089    67.95929
PITN 11MAY29 2011.4059 55710 1638 0  -42.8    772  0.884982   -564218 -0.014765    67  0.949113  0.0080 0.000791 0.000677 0.002954 -0.048149  0.073471 -0.040979  -5.1024802690  -42.7930296178    67.94911
PITN 11MAY30 2011.4086 55711 1638 1  -42.8    772  0.883373   -564218 -0.013925    67  0.955135  0.0080 0.000754 0.000671 0.002878 -0.019056  0.088282 -0.021290  -5.1024802614  -42.7930296323    67.95514
PITN 11MAY31 2011.4114 55712 1638 2  -42.8    772  0.883012   -564218 -0.014024    67  0.953715  0.0080 0.000758 0.000668 0.002850 -0.036250  0.064645 -0.054878  -5.1024802623  -42.7930296355    67.95371
PITN 11JUN01 2011.4141 55713 1638 3  -42.8    772  0.883170   -564218 -0.013306    67  0.950951  0.0080 0.000754 0.000666 0.002819 -0.037754  0.086539 -0.044417  -5.1024802558  -42.7930296341    67.95095
PITN 11JUN02 2011.4168 55714 1638 4  -42.8    772  0.882447   -564218 -0.012518    67  0.951324  0.0080 0.000775 0.000674 0.002894 -0.043183  0.058842 -0.036894  -5.1024802487  -42.7930296406    67.95132
PITN 11JUN03 2011.4196 55715 1638 5  -42.8    772  0.882936   -564218 -0.013988    67  0.956805  0.0080 0.000742 0.000658 0.002807 -0.039412  0.087902 -0.064208  -5.1024802620  -42.7930296362    67.95681
PITN 11JUN04 2011.4223 55716 1638 6  -42.8    772  0.883635   -564218 -0.014083    67  0.950965  0.0080 0.000750 0.000672 0.002867 -0.040009  0.085823 -0.029385  -5.1024802628  -42.7930296299    67.95096
PITN 11JUN05 2011.4251 55717 1639 0  -42.8    772  0.886503   -564218 -0.011747    67  0.957222  0.0080 0.000751 0.000665 0.002862 -0.024458  0.102198 -0.025043  -5.1024802417  -42.7930296041    67.95722
PITN 11JUN06 2011.4278 55718 1639 1  -42.8    772  0.884508   -564218 -0.012626    67  0.951766  0.0080 0.000745 0.000669 0.002842 -0.031548  0.088851 -0.060638  -5.1024802496  -42.7930296221    67.95177
PITN 11JUN07 2011.4305 55719 1639 2  -42.8    772  0.883999   -564218 -0.014750    67  0.952492  0.0080 0.000741 0.000667 0.002836 -0.023049  0.062828 -0.043164  -5.1024802689  -42.7930296267    67.95249
PITN 11JUN08 2011.4333 55720 1639 3  -42.8    772  0.883777   -564218 -0.013381    67  0.952726  0.0080 0.000734 0.000653 0.002785 -0.038550  0.063157 -0.063168  -5.1024802565  -42.7930296286    67.95273
PITN 11JUN09 2011.4360 55721 1639 4  -42.8    772  0.883095   -564218 -0.014541    67  0.956077  0.0080 0.000733 0.000652 0.002766 -0.044882  0.074434 -0.046141  -5.1024802670  -42.7930296348    67.95608
PITN 11JUN10 2011.4387 55722 1639 5  -42.8    772  0.883104   -564218 -0.013488    67  0.953322  0.0080 0.000738 0.000657 0.002791 -0.036708  0.067617 -0.054622  -5.1024802574  -42.7930296347    67.95332
PITN 11JUN11 2011.4415 55723 1639 6  -42.8    772  0.885055   -564218 -0.012852    67  0.961117  0.0080 0.000765 0.000683 0.002866 -0.043806  0.070996 -0.016843  -5.1024802517  -42.7930296171    67.96112
PITN 11JUN12 2011.4442 55724 1640 0  -42.8    772  0.883045   -564218 -0.014311    67  0.945391  0.0080 0.000738 0.000663 0.002839 -0.035382  0.071845 -0.036598  -5.1024802649  -42.7930296353    67.94539
PITN 11JUN13 2011.4470 55725 1640 1  -42.8    772  0.881611   -564218 -0.012968    67  0.951640  0.0080 0.000729 0.000650 0.002745 -0.028791  0.068142 -0.068272  -5.1024802527  -42.7930296482    67.95164
PITN 11JUN14 2011.4497 55726 1640 2  -42.8    772  0.884271   -564218 -0.013030    67  0.952888  0.0080 0.000738 0.000661 0.002828 -0.039529  0.065513 -0.067042  -5.1024802533  -42.7930296242    67.95289
PITN 11JUN15 2011.4524 55727 1640 3  -42.8    772  0.882091   -564218 -0.011747    67  0.951665  0.0080 0.000731 0.000650 0.002752 -0.047481  0.073307 -0.032649  -5.1024802417  -42.7930296439    67.95166
PITN 11JUN16 2011.4552 55728 1640 4  -42.8    772  0.882765   -564218 -0.011937    67  0.953116  0.0080 0.000735 0.000657 0.002805 -0.042862  0.076549 -0.028463  -5.1024802434  -42.7930296378    67.95312
PITN 11JUN17 2011.4579 55729 1640 5  -42.8    772  0.883651   -564218 -0.014524    67  0.954762  0.0080 0.000732 0.000656 0.002792 -0.021183  0.085892 -0.029168  -5.1024802668  -42.7930296298    67.95476
PITN 11JUN18 2011.4606 55730 1640 6  -42.8    772  0.883958   -564218 -0.012495    67  0.953146  0.0080 0.000732 0.000662 0.002787 -0.032146  0.096388 -0.053680  -5.1024802485  -42.7930296270    67.95315
PITN 11JUN19 2011.4634 55731 1641 0  -42.8    772  0.886700   -564218 -0.011333    67  0.947753  0.0080 0.000747 0.000673 0.002852 -0.039743  0.084214 -0.069432  -5.1024802380  -42.7930296023    67.94775
PITN 11JUN20 2011.4661 55732 1641 1  -42.8    772  0.883762   -564218 -0.010295    67  0.953579  0.0080 0.000757 0.000676 0.002858 -0.048136  0.062280 -0.044333  -5.1024802286  -42.7930296288    67.95358
PITN 11JUN21 2011.4689 55733 1641 2  -42.8    772  0.884761   -564218 -0.014344    67  0.956692  0.0080 0.000735 0.000653 0.002756 -0.041844  0.079097 -0.056851  -5.1024802652  -42.7930296198    67.95669
PITN 11JUN22 2011.4716 55734 1641 3  -42.8    772  0.884958   -564218 -0.011818    67  0.959337  0.0080 0.000741 0.000661 0.002824 -0.025779  0.070566 -0.018887  -5.1024802423  -42.7930296180    67.95934
PITN 11JUN23 2011.4743 55735 1641 4  -42.8    772  0.884203   -564218 -0.012410    67  0.953478  0.0080 0.000744 0.000667 0.002832 -0.027809  0.066452 -0.025977  -5.1024802477  -42.7930296248    67.95348
PITN 11JUN24 2011.4771 55736 1641 5  -42.8    772  0.882583   -564218 -0.010826    67  0.952730  0.0080 0.000747 0.000659 0.002861 -0.033885  0.086789 -0.052330  -5.1024802334  -42.7930296394    67.95273
PITN 11JUN25 2011.4798 55737 1641 6  -42.8    772  0.883263   -564218 -0.012428    67  0.954365  0.0080 0.000737 0.000654 0.002794 -0.056482  0.087891 -0.061656  -5.1024802479  -42.7930296333    67.95437
PITN 11JUN26 2011.4825 55738 1642 0  -42.8    772  0.883070   -564218 -0.009797    67  0.960272  0.0080 0.000734 0.000646 0.002771 -0.039715  0.087716 -0.049563  -5.1024802241  -42.7930296350    67.96027
PITN 11JUN27 2011.4853 55739 1642 1  -42.8    772  0.880725   -564218 -0.011311    67  0.957828  0.0080 0.000744 0.000667 0.002840 -0.037956  0.069587 -0.047853  -5.1024802378  -42.7930296562    67.95783
PITN 11JUN28 2011.4880 55740 1642 2  -42.8    772  0.885081   -564218 -0.010443    67  0.950721  0.0080 0.000765 0.000674 0.002936 -0.058162  0.077546 -0.030575  -5.1024802299  -42.7930296169    67.95072
PITN 11JUN29 2011.4908 55741 1642 3  -42.8    772  0.884145   -564218 -0.009446    67  0.959555  0.0080 0.000757 0.000671 0.002920 -0.036704  0.100283 -0.049220  -5.1024802209  -42.7930296253    67.95955
PITN 11JUN30 2011.4935 55742 1642 4  -42.8    772  0.883599   -564218 -0.011387    67  0.969069  0.0080 0.000769 0.000687 0.003001 -0.033840  0.082477 -0.053646  -5.1024802385  -42.7930296303    67.96907
PITN 11JUL01 2011.4962 55743 1642 5  -42.8    772  0.884393   -564218 -0.011266    67  0.958484  0.0080 0.000753 0.000664 0.002861 -0.020362  0.081621 -0.038197  -5.1024802374  -42.7930296231    67.95848
PITN 11JUL02 2011.4990 55744 1642 6  -42.8    772  0.883599   -564218 -0.010471    67  0.958488  0.0080 0.000740 0.000653 0.002793 -0.051465  0.062731 -0.059522  -5.1024802302  -42.7930296303    67.95849
PITN 11JUL03 2011.5017 55745 1643 0  -42.8    772  0.883203   -564218 -0.010292    67  0.962312  0.0080 0.000746 0.000661 0.002838 -0.059991  0.082294 -0.015713  -5.1024802285  -42.7930296338    67.96231
PITN 11JUL04 2011.5044 55746 1643 1  -42.8    772  0.885026   -564218 -0.011789    67  0.963408  0.0080 0.000752 0.000666 0.002893 -0.029359  0.086050 -0.020101  -5.1024802421  -42.7930296174    67.96341
PITN 11JUL05 2011.5072 55747 1643 2  -42.8    772  0.881417   -564218 -0.010714    67  0.959005  0.0080 0.000761 0.000674 0.002924 -0.022509  0.095202 -0.013620  -5.1024802324  -42.7930296499    67.95901
PITN 11JUL06 2011.5099 55748 1643 3  -42.8    772  0.881974   -564218 -0.010702    67  0.958411  0.0080 0.000751 0.000662 0.002856 -0.042347  0.068161 -0.068178  -5.1024802323  -42.7930296449    67.95841
PITN 11JUL07 2011.5127 55749 1643 4  -42.8    772  0.881425   -564218 -0.012523    67  0.957495  0.0080 0.000758 0.000676 0.002867 -0.036717  0.064133 -0.065695  -5.1024802487  -42.7930296499    67.95749
PITN 11JUL08 2011.5154 55750 1643 5  -42.8    772  0.881500   -564218 -0.011364    67  0.968490  0.0080 0.000780 0.000700 0.003011 -0.042638  0.064248 -0.057090  -5.1024802382  -42.7930296492    67.96849
PITN 11JUL09 2011.5181 55751 1643 6  -42.8    772  0.882330   -564218 -0.011426    67  0.962904  0.0080 0.000774 0.000685 0.002967 -0.017539  0.055078  0.001444  -5.1024802388  -42.7930296417    67.96290
PITN 11JUL10 2011.5209 55752 1644 0  -42.8    772  0.880701   -564218 -0.011495    67  0.961066  0.0080 0.000757 0.000671 0.002886 -0.039058  0.085133 -0.062502  -5.1024802394  -42.7930296564    67.96107
PITN 11JUL11 2011.5236 55753 1644 1  -42.8    772  0.883753   -564218 -0.009879    67  0.963482  0.0080 0.000754 0.000665 0.002885 -0.010800  0.064126  0.008739  -5.1024802248  -42.7930296289    67.96348
PITN 11JUL12 2011.5264 55754 1644 2  -42.8    772  0.882191   -564218 -0.010838    67  0.958120  0.0080 0.000757 0.000673 0.002848 -0.031803  0.068971 -0.054098  -5.1024802335  -42.7930296430    67.95812
PITN 11JUL13 2011.5291 55755 1644 3  -42.8    772  0.881025   -564218 -0.010953    67  0.958636  0.0080 0.000749 0.000662 0.002821 -0.017411  0.066673 -0.032907  -5.1024802345  -42.7930296535    67.95864
PITN 11JUL14 2011.5318 55756 1644 4  -42.8    772  0.883352   -564218 -0.009648    67  0.956305  0.0080 0.000741 0.000652 0.002780 -0.022342  0.049095 -0.046695  -5.1024802227  -42.7930296325    67.95631
PITN 11JUL15 2011.5346 55757 1644 5  -42.8    772  0.881290   -564218 -0.009003    67  0.959418  0.0080 0.000738 0.000652 0.002780 -0.030255  0.061698 -0.050869  -5.1024802169  -42.7930296511    67.95942
PITN 11JUL16 2011.5373 55758 1644 6  -42.8    772  0.881247   -564218 -0.008686    67  0.961624  0.0080 0.000750 0.000664 0.002878 -0.023644  0.070812 -0.040113  -5.1024802140  -42.7930296515    67.96162
PITN 11JUL17 2011.5400 55759 1645 0  -42.8    772  0.882099   -564218 -0.008946    67  0.959108  0.0080 0.000764 0.000676 0.002930 -0.048913  0.056988 -0.044817  -5.1024802164  -42.7930296438    67.95911
PITN 11JUL18 2011.5428 55760 1645 1  -42.8    772  0.883239   -564218 -0.011235    67  0.958995  0.0080 0.000774 0.000673 0.002914 -0.044796  0.033202 -0.045278  -5.1024802371  -42.7930296335    67.95900
PITN 11JUL19 2011.5455 55761 1645 2  -42.8    772  0.884160   -564218 -0.009946    67  0.961462  0.0080 0.000740 0.000654 0.002799 -0.047746  0.058090 -0.080154  -5.1024802254  -42.7930296252    67.96146
PITN 11JUL20 2011.5483 55762 1645 3  -42.8    772  0.882468   -564218 -0.009751    67  0.956856  0.0080 0.000753 0.000663 0.002837 -0.038441  0.076287 -0.052819  -5.1024802237  -42.7930296405    67.95686
PITN 11JUL21 2011.5510 55763 1645 4  -42.8    772  0.884794   -564218 -0.010522    67  0.960186  0.0080 0.000747 0.000656 0.002808 -0.024205  0.071693 -0.065594  -5.1024802306  -42.7930296195    67.96019
PITN 11JUL22 2011.5537 55764 1645 5  -42.8    772  0.882471   -564218 -0.009714    67  0.958697  0.0080 0.000751 0.000664 0.002825 -0.044215  0.068921 -0.054108  -5.1024802233  -42.7930296404    67.95870
PITN 11JUL23 2011.5565 55765 1645 6  -42.8    772  0.883758   -564218 -0.011484    67  0.954516  0.0080 0.000751 0.000668 0.002844 -0.037603  0.054835 -0.069981  -5.1024802393  -42.7930296288    67.95452
PITN 11JUL24 2011.5592 55766 1646 0  -42.8    772  0.881888   -564218 -0.011983    67  0.962182  0.0080 0.000743 0.000659 0.002804 -0.050920  0.059588 -0.041758  -5.1024802438  -42.7930296457    67.96218
PITN 11JUL25 2011.5619 55767 1646 1  -42.8    772  0.881272   -564218 -0.012238    67  0.963945  0.0080 0.000744 0.000656 0.002821 -0.045449  0.079905 -0.040538  -5.1024802461  -42.7930296512    67.96394
PITN 11JUL26 2011.5647 55768 1646 2  -42.8    772  0.882288   -564218 -0.008411    67  0.965714  0.0080 0.000756 0.000660 0.002846 -0.049396  0.064345 -0.050236  -5.1024802115  -42.7930296421    67.96571
PITN 11JUL27 2011.5674 55769 1646 3  -42.8    772  0.884423   -564218 -0.008409    67  0.965721  0.0080 0.000758 0.000673 0.002889 -0.057167  0.071081 -0.068291  -5.1024802115  -42.7930296228    67.96572
PITN 11JUL28 2011.5702 55770 1646 4  -42.8    772  0.884513   -564218 -0.008269    67  0.959481  0.0080 0.000754 0.000684 0.002905 -0.055461  0.067946 -0.064467  -5.1024802103  -42.7930296220    67.95948
PITN 11JUL29 2011.5729 55771 1646 5  -42.8    772  0.883141   -564218 -0.009008    67  0.964374  0.0080 0.000742 0.000652 0.002760 -0.061177  0.059164 -0.055210  -5.1024802169  -42.7930296344    67.96437
PITN 11JUL30 2011.5756 55772 1646 6  -42.8    772  0.883953   -564218 -0.010420    67  0.963935  0.0080 0.000748 0.000656 0.002797 -0.057374  0.064272 -0.034611  -5.1024802297  -42.7930296271    67.96394
PITN 11JUL31 2011.5784 55773 1647 0  -42.8    772  0.881341   -564218 -0.011244    67  0.963158  0.0080 0.000771 0.000681 0.002931 -0.039078  0.030237 -0.056489  -5.1024802372  -42.7930296506    67.96316
PITN 11AUG01 2011.5811 55774 1647 1  -42.8    772  0.884062   -564218 -0.008843    67  0.967182  0.0080 0.000790 0.000692 0.003011 -0.050579  0.036405 -0.022657  -5.1024802154  -42.7930296261    67.96718
PITN 11AUG02 2011.5838 55775 1647 2  -42.8    772  0.883558   -564218 -0.008904    67  0.964088  0.0080 0.000750 0.000670 0.002859 -0.054747  0.062843 -0.098806  -5.1024802160  -42.7930296306    67.96409
PITN 11AUG03 2011.5866 55776 1647 3  -42.8    772  0.885601   -564218 -0.009325    67  0.964931  0.0080 0.000769 0.000688 0.002937 -0.078726  0.051487 -0.062991  -5.1024802198  -42.7930296122    67.96493
PITN 11AUG04 2011.5893 55777 1647 4  -42.8    772  0.884046   -564218 -0.011884    67  0.965622  0.0080 0.000777 0.000704 0.003045 -0.044742  0.031924 -0.081881  -5.1024802429  -42.7930296262    67.96562
PITN 11AUG05 2011.5921 55778 1647 5  -42.8    772  0.883491   -564218 -0.009993    67  0.962738  0.0080 0.000763 0.000660 0.002860 -0.045829  0.036083 -0.046286  -5.1024802258  -42.7930296312    67.96274
PITN 11AUG06 2011.5948 55779 1647 6  -42.8    772  0.885303   -564218 -0.008212    67  0.959151  0.0080 0.000752 0.000673 0.002876 -0.037845  0.082830 -0.027561  -5.1024802097  -42.7930296149    67.95915
PITN 11AUG07 2011.5975 55780 1648 0  -42.8    772  0.883263   -564218 -0.010256    67  0.963717  0.0080 0.000754 0.000669 0.002850 -0.064286  0.088897 -0.071408  -5.1024802282  -42.7930296333    67.96372
PITN 11AUG08 2011.6003 55781 1648 1  -42.8    772  0.882076   -564218 -0.009891    67  0.962746  0.0080 0.000747 0.000659 0.002807 -0.049117  0.073706 -0.071185  -5.1024802249  -42.7930296440    67.96275
PITN 11AUG09 2011.6030 55782 1648 2  -42.8    772  0.882538   -564218 -0.010485    67  0.966075  0.0080 0.000780 0.000679 0.002987 -0.058571  0.090048 -0.033171  -5.1024802303  -42.7930296398    67.96607
PITN 11AUG10 2011.6057 55783 1648 3  -42.8    772  0.885289   -564218 -0.010021    67  0.965564  0.0080 0.000733 0.000646 0.002747 -0.046310  0.061968 -0.049263  -5.1024802261  -42.7930296150    67.96556
PITN 11AUG11 2011.6085 55784 1648 4  -42.8    772  0.882410   -564218 -0.010964    67  0.968021  0.0080 0.000756 0.000686 0.002977 -0.047888  0.079450 -0.040413  -5.1024802346  -42.7930296410    67.96802
PITN 11AUG12 2011.6112 55785 1648 5  -42.8    772  0.885861   -564218 -0.011213    67  0.968857  0.0080 0.000795 0.000721 0.003180 -0.055997  0.104448 -0.033797  -5.1024802369  -42.7930296099    67.96886
